age,income,expenses,savings,debt,risk_tolerance,savings_rate,expense_ratio,debt_ratio,financial_segment,risk_encoded,cluster
25,131376,18744,25884,15540,Medium,0.1970222871757398,0.1426744610887833,0.1182864450127877,Low Saver,1,1
36,61890,39995,30183,6719,Medium,0.4876878332525448,0.6462271772499596,0.1085635805461302,High Saver,1,1
27,109134,31977,76246,41203,Low,0.6986457016145289,0.29300676232888,0.3775450363772976,High Saver,0,2
51,77055,49542,24259,25081,Medium,0.3148270715722536,0.6429433521510609,0.3254947764583739,Medium Saver,1,0
59,142269,25651,40959,11350,Low,0.2878982772072623,0.1802992921859294,0.0797784478698803,Medium Saver,0,1
23,49508,31715,38457,36358,Medium,0.7767835501333118,0.6406035388220086,0.7343863618001131,High Saver,1,0
36,72287,59409,7103,32021,High,0.0982610981227606,0.8218490184957185,0.4429703819497281,Low Saver,2,0
32,108916,39306,70901,42832,Low,0.6509695545190789,0.3608836167321606,0.3932571890264056,High Saver,0,2
29,56984,34086,49535,28369,Low,0.8692790958865646,0.5981679067808507,0.4978414993682437,High Saver,0,1
47,140169,29376,21103,31728,Medium,0.1505539741312273,0.2095755837596044,0.2263553282109453,Low Saver,1,1
26,38125,76350,17391,17576,Medium,0.4561573770491803,2.002622950819672,0.4610098360655738,High Saver,1,0
27,66059,86425,33901,29001,Medium,0.5131927519338773,1.308300155921222,0.4390166366430009,High Saver,1,0
47,99569,51636,72914,17848,Low,0.7322961966073778,0.5185951450752744,0.1792525786138256,High Saver,0,2
25,133409,66649,55357,390,Low,0.414942020403421,0.4995839860878951,0.0029233410039802,High Saver,0,1
40,47087,49610,43437,21999,Low,0.9224839127572366,1.0535816679762993,0.4671990145900142,High Saver,0,2
41,136437,25058,40503,45436,Low,0.2968622880890081,0.1836598576632438,0.3330181695581111,Medium Saver,0,1
54,145262,89637,46258,11569,Low,0.3184452919552257,0.617071223031488,0.0796423014966061,Medium Saver,0,2
41,35704,85194,38724,13029,Medium,1.0845843602957652,2.386119202330271,0.3649170961236836,,1,0
33,90576,79200,69286,22490,Low,0.7649487723017134,0.8744038155802861,0.2482997703585938,High Saver,0,2
22,103384,61619,79842,45875,Low,0.7722858469395651,0.5960206608372669,0.4437340400835719,High Saver,0,2
47,117128,32154,19908,35328,Medium,0.1699678983675978,0.274520183047606,0.3016187418892152,Low Saver,1,1
35,141279,34539,55626,5867,Low,0.3937315524600259,0.2444737009746671,0.0415277571330487,Medium Saver,0,1
59,102460,75058,42228,15284,Low,0.4121413234432949,0.7325590474331446,0.1491704079640835,High Saver,0,2
58,57208,77068,28386,33979,Medium,0.4961893441476716,1.3471542441616555,0.593955390854426,High Saver,1,0
32,148516,45373,51754,9121,Low,0.3484742384658892,0.3055091707290797,0.0614142583964017,Medium Saver,0,1
57,115150,48154,33302,1539,Medium,0.2892053842813721,0.4181849761181068,0.013365175857577,Medium Saver,1,1
34,96024,21031,65815,25488,Low,0.6854015662750979,0.2190181621261351,0.2654336415896026,High Saver,0,1
24,69882,86975,68344,17027,Low,0.9779914713373972,1.244598036690421,0.243653587476031,High Saver,0,2
54,55923,37785,40618,8693,Low,0.7263201187346887,0.6756611769754841,0.15544588094344,High Saver,0,1
27,144044,43669,66114,8921,Low,0.4589847546582988,0.3031643109050012,0.0619324650801144,High Saver,0,1
31,131477,17282,75130,10310,Low,0.5714307445408703,0.1314450436197966,0.0784167573035587,High Saver,0,1
26,59165,49624,30525,45512,Medium,0.515930026197921,0.8387391194118144,0.7692385701005662,High Saver,1,0
44,97203,63438,19334,30908,Medium,0.198903326029032,0.6526341779574705,0.3179737250907893,Low Saver,1,0
31,121749,82534,67767,4386,Low,0.5566123746396274,0.677902898586436,0.0360249365497868,High Saver,0,2
23,34114,46705,11644,32263,High,0.3413261417599812,1.3690860057454417,0.9457407515975844,Medium Saver,2,0
34,94965,53244,37933,28412,Medium,0.3994418996472385,0.5606697204233139,0.2991839098615279,Medium Saver,1,0
23,66321,89964,48469,17303,Low,0.7308243241205651,1.3564934183742705,0.2608977548589436,High Saver,0,2
41,103297,52437,38687,12242,Medium,0.3745220093516753,0.5076333291383099,0.1185126383147622,Medium Saver,1,1
22,126652,89878,57656,47025,Low,0.4552316584025518,0.7096453273536936,0.3712929918201055,High Saver,0,2
58,129304,87982,22375,8947,Medium,0.1730418239188269,0.6804275196436305,0.0691935284291282,Low Saver,1,0
30,143942,65583,70206,46714,Low,0.4877381167414653,0.4556210140195356,0.3245334926567645,High Saver,0,2
38,55426,53392,41607,5930,Low,0.7506765777793816,0.9633024212463464,0.106989499512864,High Saver,0,2
30,47772,22461,28993,38170,Medium,0.6069036255547182,0.4701708113539312,0.7990036004354015,High Saver,1,0
32,133754,25516,49386,48785,Low,0.3692300791004381,0.190768126560701,0.364736755536283,Medium Saver,0,1
36,33712,32514,51287,507,Low,1.521327717133365,0.9644636924537257,0.0150391551969625,,0,1
45,31367,51268,76196,1436,Low,2.4291771607103008,1.634456594510154,0.0457805974431727,,0,2
59,136493,51788,75014,27151,Low,0.5495812972093806,0.3794187247697684,0.1989186258635974,High Saver,0,2
56,137317,76049,13210,11618,High,0.0962007617410808,0.5538207213964768,0.0846071498794759,Low Saver,2,0
51,145142,77493,15922,8750,Medium,0.1096994667291342,0.5339116175882929,0.0602857890893056,Low Saver,1,0
52,121736,51027,41289,16122,Low,0.3391683643293685,0.4191611355720576,0.1324341197345074,Medium Saver,0,1
26,81924,57849,38340,7354,Medium,0.4679947268199795,0.7061300717738391,0.0897661247009423,High Saver,1,1
35,33726,32858,44850,44062,Low,1.329834549012631,0.9742631797426318,1.3064697859218408,,0,0
32,119152,67395,61984,30979,Low,0.5202094803276487,0.5656220625755338,0.2599956358265073,High Saver,0,2
30,57723,54758,16094,20900,Medium,0.278814337439149,0.9486339933821872,0.362074043275644,Medium Saver,1,0
55,133110,69312,38418,13840,Medium,0.2886184358800991,0.5207121929231463,0.1039741567124934,Medium Saver,1,1
33,130494,83670,10741,37167,High,0.0823102977914693,0.6411789047772312,0.2848176927674836,Low Saver,2,0
56,39108,30434,77374,5037,Low,1.9784698782857728,0.7782039480413214,0.1287971770481742,,0,2
56,107714,79047,73798,28633,Low,0.6851291382735764,0.7338600367640232,0.265824312531333,High Saver,0,2
22,65643,62775,75532,24495,Low,1.1506482031595144,0.9563091266395504,0.373154791828527,,0,2
43,61324,81677,27164,15848,Medium,0.4429587111082121,1.3318928967451569,0.2584306307481573,High Saver,1,0
50,133896,60734,40595,36483,Low,0.3031830674553384,0.4535908466272331,0.2724726653522136,Medium Saver,0,0
29,113360,55603,35257,47645,Medium,0.3110179957657022,0.4904992942836979,0.4202981651376147,Medium Saver,1,0
32,140896,83803,19211,7837,Medium,0.1363487962752668,0.5947862253009312,0.0556225868725868,Low Saver,1,0
58,38927,54332,10232,34069,High,0.2628509774706501,1.395740745497983,0.8752023017442906,Medium Saver,2,0
35,123680,36312,72753,7370,Low,0.5882357697283311,0.2935963777490297,0.0595892626131953,High Saver,0,1
51,126546,59179,57691,6411,Low,0.4558895579473077,0.4676481279534714,0.0506614195628467,High Saver,0,1
56,52443,86442,30613,39133,Medium,0.5837385351715195,1.648303872776157,0.746200636881948,High Saver,1,0
42,109973,55379,19026,30499,Medium,0.1730061014976403,0.5035690578596564,0.2773317086921335,Low Saver,1,0
58,93449,32297,58535,30225,Low,0.6263844449913857,0.3456109749703047,0.3234384530599578,High Saver,0,1
26,139834,17011,35908,48217,Medium,0.2567901940872749,0.1216513866441637,0.3448159961096729,Medium Saver,1,1
40,135314,59014,57113,692,Low,0.4220775381704775,0.4361263431721773,0.0051140310684777,High Saver,0,1
35,106743,26738,24610,28926,Medium,0.2305537599655246,0.2504894934562454,0.2709873246957646,Medium Saver,1,1
47,90233,62498,51646,34246,Low,0.5723626611106801,0.6926290824864517,0.3795285538550197,High Saver,0,2
25,55537,26120,68185,39164,Low,1.2277400651817707,0.4703170859066928,0.7051875326359004,,0,2
46,131293,23767,77567,8448,Low,0.5907931115901076,0.1810225983106487,0.064344633758083,High Saver,0,1
46,107576,37852,52574,43390,Low,0.4887149550085521,0.3518628690414219,0.4033427530304157,High Saver,0,1
39,137522,15929,41182,49593,Low,0.2994575413388403,0.1158287401288521,0.3606186646500196,Medium Saver,0,1
29,52612,32438,5570,10073,High,0.1058693834106287,0.616551357104843,0.1914582224587546,Low Saver,2,0
35,123977,63515,24288,35414,Medium,0.1959073053872895,0.5123127676907814,0.285649757616332,Low Saver,1,0
53,36471,20744,34877,5209,Medium,0.956294041841463,0.5687806750568946,0.142825806805407,High Saver,1,1
59,65631,57417,5917,6533,High,0.0901555667291371,0.8748457283905472,0.0995413752647377,Low Saver,2,0
54,138997,22069,69575,21061,Low,0.5005503715907538,0.15877321093261,0.1515212558544429,High Saver,0,1
44,122059,57359,77518,7211,Low,0.6350863107185869,0.4699284772118401,0.0590779868751996,High Saver,0,2
36,61348,34799,44104,9927,Low,0.7189150420551608,0.5672393558062202,0.1618145660820238,High Saver,0,1
54,94732,85188,23062,11927,Medium,0.2434446649495418,0.8992526284676773,0.1259025461301355,Medium Saver,1,0
46,31177,22597,21999,24594,Medium,0.7056163197228726,0.7247971260865381,0.7888507553645315,High Saver,1,0
38,34760,62093,66845,9316,Low,1.9230437284234752,1.7863348676639816,0.2680092059838895,,0,2
54,62779,52226,14941,12177,High,0.2379935965848452,0.8319023877411236,0.1939661351725895,Medium Saver,2,0
23,51636,87127,66169,10846,Low,1.2814509257107445,1.6873305445812998,0.2100472538539003,,0,2
35,111889,41417,28470,7933,Medium,0.2544486053141953,0.3701614993430989,0.0709006247262912,Medium Saver,1,1
27,83551,33693,64821,38244,Low,0.7758255436799081,0.4032626778853634,0.4577324029634594,High Saver,0,2
27,41556,68161,49435,46621,Low,1.189599576475118,1.6402204254499952,1.1218837231687362,,0,2
24,57598,17169,9529,40696,High,0.165439772214313,0.2980832667800965,0.7065523108441265,Low Saver,2,0
28,41563,37052,17192,2080,Medium,0.4136371291773933,0.8914659673267088,0.0500445107427279,High Saver,1,0
29,76819,86849,79102,6089,Low,1.0297192100912536,1.130566656686497,0.0792642445228394,,0,2
36,139326,88851,77762,26123,Low,0.5581298537243587,0.6377201670901339,0.1874955141179679,High Saver,0,2
50,103770,23036,39087,7797,Medium,0.3766695576756288,0.221990941505252,0.075137322925701,Medium Saver,1,1
54,121055,46778,71677,8346,Low,0.5921027632068068,0.3864193961422494,0.0689438684895295,High Saver,0,1
51,56966,42734,9627,19878,High,0.168995541200014,0.750166766141207,0.3489449847277323,Low Saver,2,0
48,111709,38173,61541,33672,Low,0.5509045824418802,0.3417182142889113,0.3014260265511284,High Saver,0,1
57,89889,45403,73226,17653,Low,0.8146269287677024,0.5051007353513778,0.1963866546518484,High Saver,0,2
50,56987,81321,8255,49556,High,0.1448575991015494,1.427009668871848,0.8696018390159159,Low Saver,2,0
59,108714,86675,62433,42742,Low,0.5742866604117225,0.7972754199091193,0.3931600345861618,High Saver,0,2
54,134874,21344,10213,26140,High,0.0757225262096475,0.158251405015051,0.1938105194477808,Low Saver,2,1
58,88348,33800,24404,1184,Medium,0.2762258342011138,0.3825779870512066,0.0134015484221487,Medium Saver,1,1
48,54596,40372,30380,34493,Medium,0.5564510220528976,0.7394680929005788,0.6317862114440619,High Saver,1,0
54,63174,76516,24173,44148,Medium,0.3826415930604362,1.2111944787412543,0.6988317978915377,Medium Saver,1,0
25,94106,35538,58027,24846,Low,0.616613180881134,0.3776379827003591,0.264021422651053,High Saver,0,1
43,137510,78918,28989,45825,Medium,0.2108137589993455,0.5739073521925678,0.3332484910188349,Medium Saver,1,0
23,99967,29973,29519,22195,Medium,0.2952874448568027,0.2998289435513719,0.2220232676783338,Medium Saver,1,1
31,89182,86155,27439,5606,Medium,0.3076741943441501,0.9660581731739588,0.0628602184297279,Medium Saver,1,0
26,123300,74500,19995,3956,Medium,0.1621654501216545,0.6042173560421735,0.0320843471208434,Low Saver,1,0
31,117163,51575,28559,16555,Medium,0.2437544275923286,0.4401986975410326,0.1412988742179698,Medium Saver,1,1
54,69310,57261,10021,24849,High,0.1445823113547828,0.8261578415813013,0.3585196941278314,Low Saver,2,0
59,86088,42716,26119,18690,Medium,0.303398847690735,0.4961899451723817,0.2171034290493448,Medium Saver,1,1
34,38906,18236,56539,48849,Low,1.4532205829435048,0.4687194777155195,1.2555646943916106,,0,2
52,66914,30848,44350,26347,Low,0.6627910452222255,0.4610096541829811,0.3937442089846669,High Saver,0,1
57,140350,17352,51223,33189,Low,0.3649661560384752,0.1236337727110794,0.2364731029568934,Medium Saver,0,1
45,75379,16932,30517,38308,Medium,0.4048475039467226,0.2246248955279322,0.5082052030406347,High Saver,1,1
36,108612,23556,27250,25785,Medium,0.2508930873200015,0.2168821124737598,0.2374047066622472,Medium Saver,1,1
50,144828,20498,71798,49056,Low,0.4957466788190129,0.1415334051426519,0.3387190322313365,High Saver,0,1
29,67650,65098,59199,32698,Low,0.8750776053215078,0.9622764227642276,0.483340724316334,High Saver,0,2
26,76881,79386,64546,15966,Low,0.8395572378090815,1.032582822804074,0.2076715963632106,High Saver,0,2
50,76413,24569,8327,31097,High,0.1089736039679112,0.3215290591914988,0.4069595487678798,Low Saver,2,0
25,36012,71882,34768,15882,Medium,0.9654559591247364,1.9960568699322447,0.4410196601132956,High Saver,1,0
33,80115,85393,69418,4675,Low,0.8664794358110216,1.0658802970729575,0.0583536166760282,High Saver,0,2
23,37151,15340,47788,41850,Low,1.2863179995154908,0.4129094775376167,1.1264838093187264,,0,1
48,87716,58949,51830,13009,Low,0.5908842172465685,0.6720438688494688,0.1483081763874321,High Saver,0,2
52,123747,77443,57446,27843,Low,0.4642213548611279,0.6258171915278754,0.2249993939247012,High Saver,0,2
57,122653,89027,20160,29793,Medium,0.1643661386187048,0.7258444554964004,0.2429047801521365,Low Saver,1,0
57,66378,15138,61583,39516,Low,0.927762210370906,0.2280574889270541,0.5953177257525084,High Saver,0,1
47,72652,15358,38998,38871,Medium,0.536778065297583,0.2113912899851346,0.5350300060562683,High Saver,1,1
48,102430,45654,32230,17857,Medium,0.3146539099873084,0.4457092648638094,0.1743336913013765,Medium Saver,1,1
26,43467,40879,14076,19627,High,0.3238318724549658,0.940460579290036,0.4515379483286171,Medium Saver,2,0
41,61010,70778,74341,18565,Low,1.2185051630880184,1.1601049008359283,0.3042943779708245,,0,2
32,144793,52772,36085,26025,Medium,0.2492178489291609,0.3644651329829481,0.1797393520404992,Medium Saver,1,1
31,84691,73478,60571,27832,Low,0.7151999622155837,0.8676010437945,0.3286299606805918,High Saver,0,2
59,94157,79353,19715,44116,Medium,0.2093843261786165,0.8427732404388415,0.4685365931369946,Medium Saver,1,0
27,138177,41762,10750,9782,High,0.0777987653516866,0.3022355384760126,0.0707932579228091,Low Saver,2,1
29,42289,28283,40903,38650,Low,0.9672255196386768,0.6688027619475514,0.9139492539431058,High Saver,0,0
44,74976,78922,77489,22366,Low,1.033517392232181,1.05263017498933,0.2983087921468203,,0,2
47,73596,54420,37093,28557,Medium,0.5040083700201098,0.7394423609978803,0.3880238056416109,High Saver,1,0
33,53171,70568,39314,5798,Medium,0.7393880122623234,1.3271896334468036,0.1090444039043839,High Saver,1,0
47,130441,35219,53225,9627,Low,0.4080388834798875,0.2699994633589132,0.073803482034023,High Saver,0,1
34,116365,72169,40179,41183,Low,0.3452842349503717,0.6201950758389551,0.3539122588407167,Medium Saver,0,0
39,148218,89965,30338,12466,Medium,0.2046849910267309,0.606977560080422,0.0841058440945094,Medium Saver,1,0
46,129590,61840,74681,42614,Low,0.5762867505208735,0.4771973146076086,0.328837101628212,High Saver,0,2
54,144014,59695,37101,12720,Medium,0.2576207868679434,0.4145083116919188,0.08832474620523,Medium Saver,1,1
33,74139,73342,7775,41913,High,0.1048705809358097,0.9892499224429788,0.5653299882652855,Low Saver,2,0
57,78713,33951,50619,37292,Low,0.6430830993609696,0.4313264644976052,0.4737718038951634,High Saver,0,1
25,59734,16307,50838,6559,Low,0.8510730907021127,0.2729936049820872,0.1098034620149328,High Saver,0,1
26,102588,50428,24539,40388,Medium,0.2391995165126525,0.4915584668772176,0.3936912699341053,Medium Saver,1,0
58,93646,53975,62124,19158,Low,0.6633919227729962,0.5763727228071674,0.2045789462443671,High Saver,0,2
29,33654,16140,70149,30916,Low,2.0844178998038867,0.4795863790336958,0.9186426576335652,,0,2
49,119022,39842,31616,22057,Medium,0.265631563912554,0.3347448370889415,0.1853186805800608,Medium Saver,1,1
52,48743,41421,59567,35892,Low,1.2220626551504832,0.8497835586648339,0.7363518864247174,,0,2
30,78368,16708,42099,41439,Low,0.5371963046141283,0.2131992650061249,0.528774499795835,High Saver,0,1
50,120025,18630,66799,11706,Low,0.5565423870027078,0.1552176629868777,0.0975296813163924,High Saver,0,1
35,104172,34595,30479,12070,Medium,0.2925834197289099,0.3320949967361671,0.1158660676573359,Medium Saver,1,1
43,36441,43308,51172,40902,Low,1.4042424741362751,1.188441590516177,1.1224170577097226,,0,2
32,149735,59789,60863,924,Low,0.4064714328647277,0.3992987611446889,0.0061709019267372,High Saver,0,1
44,54611,70690,47043,26478,Low,0.8614198604676714,1.29442786251854,0.4848473750709564,High Saver,0,2
22,149891,41086,20408,5506,Medium,0.1361522706500056,0.2741058502511825,0.0367333595746242,Low Saver,1,1
58,137971,31859,62980,46418,Low,0.4564727370244472,0.2309108435830718,0.3364330185328801,High Saver,0,1
42,42149,22684,21351,35163,Medium,0.5065600607369095,0.538185959334741,0.8342546679636528,High Saver,1,0
47,130102,16207,9131,24604,High,0.0701833945673394,0.1245714900616439,0.1891131573688337,Low Saver,2,1
57,89189,61099,49825,15310,Low,0.5586451243987487,0.6850508470775544,0.1716579398804785,High Saver,0,2
44,137904,82496,16349,8226,Medium,0.1185534864833507,0.5982132497969602,0.0596501914375217,Low Saver,1,0
22,51675,81093,65931,11781,Low,1.275878084179971,1.569288824383164,0.2279825834542815,,0,2
36,101031,44689,49254,5515,Low,0.4875137334085577,0.4423295820094822,0.0545872059070978,High Saver,0,1
42,72668,63651,43225,36133,Low,0.5948285352562338,0.8759151208234711,0.4972339957065008,High Saver,0,0
30,43673,28893,17453,16972,Medium,0.3996290614338378,0.6615758019829185,0.3886153916607515,Medium Saver,1,0
30,106666,81418,23814,32092,Medium,0.2232576453602835,0.7632985206157539,0.3008643804023775,Medium Saver,1,0
31,118204,75011,23263,11410,Medium,0.1968038306656289,0.6345893539981726,0.0965280362762681,Low Saver,1,0
47,110758,53635,20735,19522,Medium,0.1872099532313693,0.4842539590819625,0.1762581483956012,Low Saver,1,0
56,95429,71115,20830,9095,Medium,0.2182774628257657,0.745213719100064,0.095306458204529,Medium Saver,1,0
46,53669,87702,52893,23047,Low,0.985541001322924,1.6341277087331607,0.4294285341631109,High Saver,0,2
47,64068,87805,49673,20470,Low,0.7753168508459761,1.3704969719672848,0.3195042767059999,High Saver,0,2
32,118789,73954,50066,43129,Low,0.4214700014311089,0.6225660625142059,0.3630723383478268,High Saver,0,2
59,39435,43064,8373,8531,High,0.2123240775960441,1.092024851020667,0.2163306707239761,Medium Saver,2,0
23,124088,17454,15335,37038,Medium,0.1235816517310296,0.140658242537554,0.298481722648443,Low Saver,1,1
28,82249,35878,28741,22403,Medium,0.3494388989531787,0.4362119904193364,0.2723802113095599,Medium Saver,1,1
39,67384,66098,15692,42674,Medium,0.2328742728244093,0.9809153508251216,0.6332957378606198,Medium Saver,1,0
48,111929,77154,52295,29122,Low,0.4672158243172011,0.6893119745552985,0.2601827944500531,High Saver,0,2
55,106153,27991,50541,16940,Low,0.4761146646821098,0.2636854351737586,0.1595809821672491,High Saver,0,1
48,134056,83344,39057,29831,Medium,0.2913483917168944,0.6217103300113386,0.2225264068747389,Medium Saver,1,0
38,105388,51593,71983,11279,Low,0.6830284282840551,0.4895528902721372,0.1070235700459255,High Saver,0,2
45,61401,51304,24583,38220,Medium,0.4003680721812348,0.8355564241624729,0.6224654321590853,High Saver,1,0
46,101831,45386,27765,6477,Medium,0.2726576386365645,0.4456992467912521,0.063605385393446,Medium Saver,1,1
28,149503,70220,64287,17400,Low,0.4300047490685805,0.4696895714467268,0.1163856243687417,High Saver,0,2
27,145760,84338,28906,6470,Medium,0.1983122941822173,0.5786086717892426,0.0443880351262349,Low Saver,1,0
45,131529,36083,51525,2062,Low,0.3917387040120429,0.274334937542291,0.0156771510465372,Medium Saver,0,1
54,64084,33354,43230,41798,Low,0.6745833593408651,0.5204731290181637,0.6522376880344548,High Saver,0,0
50,140641,37190,24520,19880,Medium,0.1743446079023897,0.2644321357214468,0.1413528060807303,Low Saver,1,1
43,135111,21142,56934,34581,Low,0.4213868596931412,0.1564787471042328,0.2559451117969669,High Saver,0,1
47,85826,43398,30566,44439,Medium,0.356139165287908,0.5056509682380631,0.517780159858318,Medium Saver,1,0
49,66451,66971,78193,14308,Low,1.1767016297723134,1.007825314893681,0.2153165490361319,,0,2
42,37227,56862,35134,26027,Medium,0.9437773658903484,1.5274397614634538,0.6991430950654095,High Saver,1,0
28,61910,68410,15345,30720,Medium,0.2478597964787595,1.1049911161363268,0.4962041673396866,Medium Saver,1,0
38,66041,34503,46185,35081,Low,0.6993382898502446,0.5224481761330083,0.5312003149558607,High Saver,0,1
41,118920,63456,75744,9706,Low,0.6369323915237134,0.5336024217961655,0.0816178943827783,High Saver,0,2
41,95681,23016,38455,9837,Medium,0.4019084248701414,0.2405493253624021,0.1028103803262925,High Saver,1,1
43,133314,17384,33018,38599,Medium,0.2476709122822809,0.130398907841637,0.2895344824999625,Medium Saver,1,1
49,111571,77320,59219,36824,Low,0.5307741258929292,0.6930116248846027,0.3300499233671832,High Saver,0,2
28,95481,30072,50991,33073,Low,0.5340434222515474,0.3149527131052251,0.3463830500308962,High Saver,0,1
22,98576,55510,78616,47115,Low,0.7975166369095926,0.5631188118811881,0.4779560947898068,High Saver,0,2
53,137958,63933,14486,32088,High,0.1050029719189898,0.4634236506762927,0.2325925281607445,Low Saver,2,0
34,94174,36826,43862,28112,Low,0.4657548792660395,0.3910421135345212,0.2985112663792554,High Saver,0,1
51,56160,83026,63870,26299,Low,1.1372863247863247,1.4783831908831908,0.468287037037037,,0,2
44,145170,40518,48856,34457,Low,0.3365433629537783,0.2791072535647861,0.2373562030722601,Medium Saver,0,1
40,147867,39045,36379,30063,Medium,0.2460251442174386,0.2640548601107752,0.2033110836089188,Medium Saver,1,1
53,47633,65876,69729,3917,Low,1.463880083135641,1.382990783700376,0.0822329057586127,,0,2
51,124880,66919,33378,2936,Medium,0.2672805893657911,0.5358664317745035,0.0235105701473414,Medium Saver,1,1
50,47014,42103,59353,36630,Low,1.2624537371846685,0.895541753520228,0.7791296209639682,,0,2
50,110532,51188,54996,14506,Low,0.4975572684833351,0.4631057069445952,0.1312380125212608,High Saver,0,1
51,79104,20845,19031,28805,Medium,0.2405820186084142,0.2635138551779935,0.3641408778317152,Medium Saver,1,1
37,71621,51674,70982,14318,Low,0.9910780357716312,0.7214922997444884,0.1999134332109297,High Saver,0,2
40,107231,34337,41683,48068,Low,0.3887215450755845,0.3202152362656321,0.4482658932584794,Medium Saver,0,1
39,98388,37313,22618,26026,Medium,0.2298857584258243,0.3792434036671139,0.2645241289588161,Medium Saver,1,1
22,46014,41943,11587,27672,High,0.2518146651019255,0.9115269265875604,0.6013821880297301,Medium Saver,2,0
35,122578,15276,67790,38417,Low,0.553035618137023,0.1246226892264517,0.3134086051330581,High Saver,0,1
23,63755,66151,36480,27281,Medium,0.5721904164379265,1.0375813661673594,0.4279036938279351,High Saver,1,0
49,70390,32611,25527,48442,Medium,0.3626509447364682,0.463290240090922,0.688194345787754,Medium Saver,1,0
51,53711,26944,28569,28091,Medium,0.5319022174228742,0.5016477071735771,0.5230027368695426,High Saver,1,0
59,121658,67887,16151,38328,Medium,0.1327574018971214,0.5580150914859688,0.3150470992454257,Low Saver,1,0
25,87993,64847,76094,48219,Low,0.8647733342424966,0.7369563488004728,0.5479867716750196,High Saver,0,2
22,104696,73653,64174,18610,Low,0.6129556047986552,0.7034939252693513,0.1777527317184992,High Saver,0,2
29,57213,71622,49739,1079,Low,0.8693653540279307,1.2518483561428346,0.0188593501476937,High Saver,0,2
50,145788,42810,37954,29850,Medium,0.2603369275934919,0.2936455675364227,0.2047493620874146,Medium Saver,1,1
24,134956,25503,40303,46751,Low,0.2986380746317318,0.1889727022140549,0.3464166098580278,Medium Saver,0,1
53,87784,51976,39700,20590,Medium,0.4522464230383669,0.5920896746559737,0.2345529937118381,High Saver,1,1
31,37421,26590,72568,30951,Low,1.9392319820421688,0.7105635872905588,0.8271024291173406,,0,2
31,116936,25886,71788,15327,Low,0.613908462748854,0.2213689539577204,0.1310716973387151,High Saver,0,1
40,129073,27866,76045,12755,Low,0.5891627218705694,0.2158933316805218,0.0988200475699797,High Saver,0,1
55,47727,81624,42842,7235,Low,0.8976470341735286,1.7102269155823748,0.1515913424267186,High Saver,0,2
54,142418,83899,18900,17197,Medium,0.1327079442205339,0.5891039054052156,0.1207501860719852,Low Saver,1,0
44,34358,47792,6881,21473,High,0.2002735898480703,1.3910006403166657,0.6249781710227603,Medium Saver,2,0
49,95108,24764,38037,2031,Medium,0.3999348109517601,0.2603776759052866,0.0213546704798755,Medium Saver,1,1
53,124018,57727,6630,41282,High,0.0534599816155719,0.465472753955071,0.3328710348497798,Low Saver,2,0
28,62117,23068,25789,41863,Medium,0.4151681504258093,0.371363716856899,0.6739378913984899,High Saver,1,0
50,118700,22295,51151,14287,Low,0.4309267059814659,0.1878264532434709,0.1203622577927548,High Saver,0,1
29,61910,56160,53920,38679,Low,0.8709416895493458,0.9071232434178648,0.6247617509287675,High Saver,0,2
22,128032,26390,72231,44463,Low,0.5641636465883529,0.2061203449137715,0.3472803674081479,High Saver,0,1
24,85754,35131,8262,32230,High,0.0963453599832077,0.4096718520418873,0.3758425262961494,Low Saver,2,0
45,92438,30038,71981,19037,Low,0.7786949090201,0.3249529414310132,0.2059434431727211,High Saver,0,1
44,139847,67327,59722,27052,Low,0.4270524215750069,0.4814332806567177,0.1934399736855277,High Saver,0,2
29,59371,36281,55818,3340,Low,0.9401559684020818,0.6110895891933772,0.0562564214852369,High Saver,0,1
58,81501,69189,34932,40644,Medium,0.4286082379357308,0.8489343689034491,0.4986932675672691,High Saver,1,0
24,90946,63511,11901,48664,High,0.1308578717040881,0.6983374749851561,0.5350867547775603,Low Saver,2,0
54,68467,23605,13597,45203,High,0.1985920224341653,0.3447646311361678,0.6602158704193261,Low Saver,2,0
49,47625,16381,68909,1141,Low,1.4469081364829397,0.3439580052493438,0.0239580052493438,,0,1
29,63893,81634,77391,25425,Low,1.2112594493919522,1.27766735010095,0.3979309157497691,,0,2
55,106329,34810,13263,19281,High,0.1247354907880258,0.3273801126691683,0.1813334085715091,Low Saver,2,1
56,61007,39322,68293,42049,Low,1.1194289179930172,0.6445489861819136,0.6892487747307686,,0,2
53,121302,56869,30805,20425,Medium,0.253952943892104,0.4688216187696822,0.1683813951954625,Medium Saver,1,1
45,69532,47955,16874,34806,Medium,0.2426796295230972,0.6896824483690962,0.5005752746936663,Medium Saver,1,0
35,84253,76388,19079,32113,Medium,0.2264489098311039,0.906650208301188,0.3811496326540301,Medium Saver,1,0
53,42323,25207,54850,4270,Low,1.2959856342886846,0.5955863242208728,0.100890768612811,,0,1
37,141335,82628,77779,42814,Low,0.5503166236247214,0.5846251813068242,0.3029256730463084,High Saver,0,2
25,142356,43220,14018,4683,High,0.0984714378038157,0.3036050465031329,0.0328964005732108,Low Saver,2,1
58,140944,89085,54500,49646,Low,0.3866783970938812,0.632059541378136,0.3522391871949143,Medium Saver,0,2
42,103379,37031,17100,39884,Medium,0.1654107700790296,0.3582062120933652,0.3858036932065506,Low Saver,1,0
